rna_chr	rna_bgn	rna_end	id	rna_strand	dna_chr	dna_start	dna_end	dna_strand	gene_name	gene_type
chr6	113072467	113072494	111488	-	chr2	32406996	32407022	-	ENSG00000288560	lncRNA
chr6	119393384	119393411	116955	-	chr6	117173334	117173360	-	ENSG00000287100	lncRNA
chr6	113992151	113992178	95049	-	chr12	4574534	4574560	-	HDAC2-AS2	lncRNA
chr6	38794086	38794114	108440	-	chr6	39260776	39260802	-	DNAH8	protein_coding
chr6	72766395	72766421	192835	-	chr12	78896622	78896647	-	KCNQ5	protein_coding
chr6	32855031	32855057	190124	-	chr6	32921359	32921385	+	PSMB9	protein_coding
chr6	38853004	38853030	158474	-	chr2	157737908	157737933	+	DNAH8	protein_coding
chr6	122605601	122605628	10552	-	chr17	76905585	76905611	-	PKIB	protein_coding
chr6	71906732	71906758	68988	-	chr6	108696873	108696899	+	RIMS1	protein_coding
chr6	125175478	125175505	50020	-	chr9	20927292	20927318	-	TPD52L1	protein_coding
chr6	124406498	124406526	3836	-	chr8	33375941	33375967	+	NKAIN2	protein_coding
chr6	97458106	97458134	162522	-	chr6	67014755	67014781	+	ENSG00000271860	lncRNA
chr6	124414295	124414323	210008	-	chr8	11805327	11805353	-	NKAIN2	protein_coding
chr6	47580297	47580325	108412	-	chr1	132042077	132042103	+	CD2AP	protein_coding
chr6	146622766	146622793	168461	-	chr13	95908284	95908310	+	ADGB	protein_coding
chr6	149068898	149068926	184185	-	chr3	90137509	90137535	+	UST	protein_coding
chr6	47549836	47549862	88777	-	chr6	45033605	45033631	+	CD2AP	protein_coding
chr6	125186403	125186429	237305	-	chr2	34063940	34063966	-	TPD52L1	protein_coding
chr6	119647684	119647712	174785	-	chr7	24491038	24491064	-	ENSG00000287100	lncRNA
chr6	119360276	119360304	226149	-	chr6	117868511	117868537	-	ENSG00000287100	lncRNA
chr6	5287033	5287059	46646	-	chr6	70823755	70823781	-	FARS2	protein_coding
chr6	28086414	28086443	215142	-	chr6	28384194	28384220	-	ZNF165	protein_coding
chr6	146309878	146309904	103125	-	chr3	91247126	91247152	-	GRM1	protein_coding
chr6	72781392	72781415	94181	-	chr4	19312379	19312404	-	KCNQ5	protein_coding
chr6	128066535	128066561	120531	-	chr2	154646358	154646383	-	PTPRK-AS1	lncRNA
chr6	146613022	146613050	18628	-	chr6	127208784	127208810	+	ADGB	protein_coding
chr6	31139538	31139565	19416	-	chr5	35888404	35888431	+	PSORS1C1	protein_coding
chr6	149064811	149064839	108782	-	chr6	121390463	121390489	-	UST	protein_coding
chr6	52616186	52616212	234468	-	chr4	34982477	34982503	+	TRAM2-AS1	lncRNA
chr6	72763917	72763944	246744	-	chr6	67209682	67209709	-	KCNQ5	protein_coding
chr6	148891974	148892001	220199	-	chr6	83919064	83919089	+	UST	protein_coding
chr6	35084064	35084090	111109	-	chr6	34786046	34786072	-	ANKS1A	protein_coding
chr6	72848017	72848044	160792	-	chr3	135538681	135538707	-	KCNQ5	protein_coding
chr6	108622077	108622103	92064	-	chr17	51329379	51329404	+	FOXO3	protein_coding
chr6	148385573	148385600	100839	-	chr19	44541256	44541282	-	SASH1	protein_coding
chr6	38843152	38843179	25605	-	chr6	99493583	99493610	+	DNAH8	protein_coding
chr6	116125100	116125126	116611	-	chr6	112574289	112574316	+	NT5DC1	protein_coding
chr6	29555697	29555724	56728	-	chr6	29551573	29551599	+	OR2I1P	protein_coding
chr6	136827053	136827080	124507	-	chr1	186611758	186611784	-	PEX7	protein_coding
chr6	148943648	148943675	232920	-	chr6	134966135	134966160	+	UST	protein_coding
chr6	72842438	72842464	58553	-	chr6	86443307	86443333	+	KCNQ5	protein_coding
chr6	84706515	84706542	199463	-	chr2	49161335	49161361	+	TBX18-AS1	lncRNA
chr6	34821825	34821852	241093	-	chrX	51443289	51443314	-	BLTP3A	protein_coding
chr6	113073541	113073568	249801	-	chr17	6139541	6139567	-	ENSG00000288560	lncRNA
chr7	65974141	65974168	11729	+	chr7	45136638	45136664	-	GUSB	protein_coding
chr7	25666632	25666659	56983	+	chr7	34562311	34562337	-	LINC03007	lncRNA
chr7	78903774	78903801	127423	+	chr7	76365950	76365976	+	MAGI2	protein_coding
chr7	30023869	30023896	239887	+	chr1	59332974	59332999	+	FKBP14	protein_coding
chr7	96271845	96271872	161837	+	chr7	89178495	89178521	+	SLC25A13	protein_coding
chr7	16437340	16437367	7977	+	chr6	124811762	124811788	+	CRPPA	protein_coding
chr7	107219169	107219195	77842	+	chr1	189274441	189274467	-	COG5	protein_coding
chr7	107285660	107285688	197881	+	chr7	108766708	108766734	+	COG5	protein_coding
chr7	127589544	127589571	241874	+	chr5	136066283	136066308	+	GCC1	protein_coding
chr7	107436876	107436903	204789	+	chrX	41436749	41436774	+	COG5	protein_coding
chr7	140140048	140140076	239417	+	chr2	139874745	139874771	+	KDM7A	protein_coding
chr7	122655642	122655669	240767	+	chr7	122655261	122655287	-	CADPS2	protein_coding
chr7	43620295	43620322	17311	+	chr7	75125949	75125976	-	COA1	protein_coding
chr7	19033671	19033699	103779	+	chr5	131222619	131222645	+	TWIST1	protein_coding
chr7	56089204	56089231	65363	+	chr7	59277701	59277726	+	PHKG1	protein_coding
chr7	107232686	107232713	215671	+	chr12	101687709	101687735	-	COG5	protein_coding
chr7	25385552	25385579	69005	+	chr7	25160746	25160773	-	ENSG00000260951	lncRNA
chr7	19049945	19049973	223207	+	chr6	147403877	147403903	+	TWIST1	protein_coding
chr7	144326735	144326762	204586	+	chr6	43058683	43058709	-	ENSG00000284644	lncRNA
chr7	144326735	144326762	204586	+	chr6	43058683	43058709	-	OR2A1-AS1	lncRNA
chr7	107522309	107522336	218957	+	chr7	107715261	107715287	-	COG5	protein_coding
chr7	79041113	79041140	36738	+	chr17	50508950	50508976	+	MAGI2	protein_coding
chr7	110275665	110275691	115993	+	chr4	134010111	134010136	+	ENSG00000226965	lncRNA
chr7	132973767	132973795	245592	+	chr8	47602432	47602459	+	CHCHD3	protein_coding
chr7	127236981	127237008	98010	+	chr7	145235160	145235186	-	GRM8	protein_coding
chr7	107509043	107509070	39134	+	chr7	97591593	97591619	+	COG5	protein_coding
chr7	117563569	117563596	212758	+	chr7	93989615	93989641	-	CFTR-AS1	lncRNA
chr7	107261377	107261404	100080	+	chr4	141140663	141140689	+	COG5	protein_coding
chr7	24891658	24891685	12457	+	chr11	109038223	109038248	+	OSBPL3	protein_coding
chr7	134937827	134937853	1550	+	chr7	133948562	133948588	+	ENSG00000286458	lncRNA
chr7	140897625	140897651	48818	+	chr6	41031079	41031104	+	BRAF	protein_coding
chr7	139095477	139095504	42692	+	chr7	127742279	127742305	-	ZC3HAV1	protein_coding
chr7	107229342	107229370	124658	+	chr16	43753024	43753049	+	COG5	protein_coding
chr7	107447018	107447045	96425	+	chr7	86762113	86762138	-	COG5	protein_coding
chr7	100390593	100390620	227906	+	chr5	131777893	131777919	-	ENSG00000287631	lncRNA
chr7	136973169	136973196	55794	+	chr7	135337222	135337248	+	ENSG00000234352	lncRNA
chr7	107466053	107466080	161291	+	chr7	107425832	107425858	+	COG5	protein_coding
chr7	130685668	130685694	216158	+	chr2	163252693	163252719	-	TSGA13	protein_coding
chr7	24887044	24887072	50550	+	chr11	114763695	114763720	+	OSBPL3	protein_coding
chr7	107229338	107229365	176764	+	chr15	55080035	55080062	+	COG5	protein_coding
chr7	82239677	82239703	96380	+	chr7	136653633	136653659	-	CACNA2D1	protein_coding
chr7	136951301	136951328	19624	+	chr11	3419138	3419165	+	ENSG00000234352	lncRNA
chr7	107214478	107214505	233762	+	chr4	46856903	46856928	+	COG5	protein_coding
chr7	123180551	123180578	219957	+	chr8	97598235	97598260	-	SLC13A1	protein_coding
chr7	34979667	34979693	90633	+	chr8	11478357	11478383	+	DPY19L1	protein_coding
chr7	24887211	24887238	88641	+	chr5	40431724	40431749	+	OSBPL3	protein_coding
chr7	119804072	119804099	85137	+	chr7	119810051	119810077	-	LINC02476	lncRNA
chr7	68178029	68178055	27278	+	chr11	75685730	75685756	-	ENSG00000226829	lncRNA
chr7	110270042	110270069	110105	+	chr14	101638040	101638067	-	ENSG00000226965	lncRNA
chr7	112105779	112105806	44219	+	chr3	116150464	116150491	-	DOCK4	protein_coding
chr7	107461330	107461356	242815	+	chr7	107516270	107516296	-	COG5	protein_coding
chr7	136914160	136914187	13401	+	chr14	31740581	31740607	-	ENSG00000234352	lncRNA
chr7	112851889	112851916	235497	+	chr7	112326545	112326571	+	BMT2	protein_coding
chr7	100417125	100417152	148622	+	chr7	139343700	139343726	+	ZCWPW1	protein_coding
chr7	43089581	43089608	240502	+	chr6	38587944	38587970	-	ENSG00000232006	lncRNA
chr7	16429625	16429652	15016	+	chr16	29841185	29841211	+	CRPPA	protein_coding
chr7	44248151	44248178	220191	+	chr3	49229198	49229225	-	CAMK2B	protein_coding
chr7	130834514	130834540	105786	+	chr7	102613925	102613950	+	LINC-PINT	lncRNA
chr7	130834514	130834540	103430	+	chr15	88943317	88943343	+	LINC-PINT	lncRNA
chr7	130834514	130834541	140803	+	chr15	86240045	86240070	+	LINC-PINT	lncRNA
chr7	130834514	130834541	55937	+	chr4	133352025	133352051	-	LINC-PINT	lncRNA
chr7	130834514	130834541	28949	+	chr3	140666251	140666276	-	LINC-PINT	lncRNA
chr7	44253704	44253731	130760	+	chr7	67620210	67620236	-	CAMK2B	protein_coding
chr7	56085147	56085174	241924	+	chr6	5948650	5948675	+	PHKG1	protein_coding
chr7	106424376	106424403	230593	+	chrX	56134879	56134906	+	ENSG00000243797	lncRNA
chr7	68214945	68214972	113251	+	chr8	46470869	46470896	+	ENSG00000226829	lncRNA
chr7	97007440	97007467	138519	+	chr7	12063691	12063717	+	DLX6-AS1	lncRNA
chr7	28178099	28178126	83690	+	chr6	39416879	39416905	-	JAZF1	protein_coding
chr7	110260438	110260465	36709	+	chr7	110590755	110590780	-	ENSG00000226965	lncRNA
chr7	82291487	82291514	103438	+	chr18	61883249	61883275	-	CACNA2D1	protein_coding
chr7	135362907	135362934	96826	+	chr7	135362317	135362344	-	CNOT4	protein_coding
chr7	110350736	110350763	22767	+	chr12	55300316	55300342	+	ENSG00000226965	lncRNA
chr7	112864100	112864127	219278	+	chr7	113413753	113413779	-	BMT2	protein_coding
chr7	112091473	112091500	207541	+	chr10	6109458	6109483	+	DOCK4	protein_coding
chr7	138884042	138884070	17421	+	chr7	138886481	138886506	+	KIAA1549	protein_coding
chr7	107210628	107210655	78019	+	chr7	112403764	112403791	-	COG5	protein_coding
chr7	82213176	82213203	187108	+	chr18	67064824	67064850	+	CACNA2D1	protein_coding
chr7	107293699	107293726	220475	+	chr1	134337178	134337204	-	COG5	protein_coding
chr7	83636473	83636501	182391	+	chr16	47423908	47423933	-	SEMA3E	protein_coding
chr7	79328799	79328827	162876	+	chr7	64789293	64789319	-	MAGI2	protein_coding
chr7	100838819	100838846	74474	+	chr12	75160530	75160556	-	SLC12A9-AS1	lncRNA
chr7	34944621	34944648	148708	+	chr17	13223713	13223738	-	DPY19L1	protein_coding
chr7	100682188	100682215	204701	+	chr7	100583205	100583231	+	GIGYF1	protein_coding
chr7	112886631	112886659	131826	+	chr7	111937644	111937669	-	BMT2	protein_coding
chr7	117381414	117381441	99506	+	chr7	117739837	117739864	-	ASZ1	protein_coding
chr7	6187447	6187474	205611	+	chr7	34852603	34852630	-	CYTH3	protein_coding
chr7	82277817	82277844	166809	+	chr14	92274601	92274627	+	CACNA2D1	protein_coding
chr7	72388616	72388643	20305	+	chr17	88464327	88464353	+	CALN1	protein_coding
chr7	123134434	123134461	71231	+	chr7	122474045	122474072	-	SLC13A1	protein_coding
chr7	137035053	137035080	14898	+	chr6	85335615	85335641	+	ENSG00000234352	lncRNA
chr7	112831386	112831412	144237	+	chr1	105587195	105587221	+	BMT2	protein_coding
chr7	16103721	16103748	39056	+	chr6	136531139	136531160	+	CRPPA	protein_coding
chr7	126761748	126761775	109254	+	chr4	52061518	52061544	+	GRM8	protein_coding
chr7	107210134	107210161	201003	+	chr7	107209636	107209662	-	COG5	protein_coding
chr7	132316647	132316674	84868	+	chr7	45007697	45007723	+	PLXNA4	protein_coding
chr7	80280015	80280042	192768	+	chr7	80270541	80270567	-	ENSG00000234223	lncRNA
chr7	16103101	16103128	234749	+	chr5	97202970	97202995	-	CRPPA	protein_coding
chr7	96560819	96560846	120301	+	chr7	73055899	73055925	-	SEM1	protein_coding
chr7	72154170	72154197	231485	+	chr13	65251966	65251991	-	CALN1	protein_coding
chr7	126653175	126653201	62831	+	chr6	10523276	10523302	+	GRM8	protein_coding
chr7	138876932	138876959	208969	+	chr7	139893322	139893348	-	KIAA1549	protein_coding
chr7	134920314	134920341	126580	+	chr17	71188467	71188493	-	ENSG00000286458	lncRNA
chr7	112875190	112875216	121926	+	chr7	113260048	113260075	-	BMT2	protein_coding
chr7	107340494	107340521	46645	+	chr11	118037935	118037961	-	COG5	protein_coding
chr7	16431621	16431648	200725	+	chr7	28776141	28776167	+	CRPPA	protein_coding
chr7	123186145	123186172	157137	+	chr18	61680123	61680149	+	SLC13A1	protein_coding
chr7	16154111	16154138	131887	+	chr7	83649105	83649131	+	CRPPA	protein_coding
chr7	19027640	19027668	49402	+	chr6	134584515	134584540	+	TWIST1	protein_coding
chr7	130650448	130650475	167128	+	chr7	131390154	131390180	-	COPG2	protein_coding
chr7	100815352	100815379	66269	+	chr12	85513136	85513162	+	EPHB4	protein_coding
chr7	134933084	134933111	32238	+	chr13	13568774	13568800	+	ENSG00000286458	lncRNA
chr7	96254688	96254715	245798	+	chr18	75393673	75393699	+	SLC25A13	protein_coding
chr7	83133179	83133206	15100	+	chr8	120088204	120088229	-	PCLO	protein_coding
chr7	6207623	6207650	15639	+	chrX	6501527	6501552	+	CYTH3	protein_coding
chr7	65962966	65962993	67124	+	chr7	24282109	24282136	-	GUSB	protein_coding
chr7	110125727	110125754	178317	+	chr8	126041066	126041092	+	ENSG00000226965	lncRNA
chr7	138862705	138862732	39949	+	chr7	139579765	139579790	+	KIAA1549	protein_coding
chr7	90142247	90142274	181775	+	chr1	178731728	178731755	-	STEAP2-AS1	lncRNA
chr7	123171749	123171775	181669	+	chr16	44352050	44352074	-	SLC13A1	protein_coding
chr7	90201428	90201455	87293	+	chr7	89934362	89934388	+	STEAP2-AS1	lncRNA
chr7	112775256	112775282	105577	+	chr11	19723850	19723876	+	TMEM168	protein_coding
chr7	107212433	107212460	167443	+	chr17	10351959	10351984	-	COG5	protein_coding
chr7	78451825	78451852	193187	+	chr7	48120674	48120700	+	MAGI2	protein_coding
chr7	134881697	134881724	132410	+	chr7	139168677	139168703	-	ENSG00000286458	lncRNA
chr7	6261006	6261033	29470	+	chr11	33260315	33260341	+	CYTH3	protein_coding
chr7	136898696	136898723	32937	+	chr7	136953371	136953397	-	ENSG00000234352	lncRNA
chr7	80314868	80314894	90858	+	chr7	16409443	16409469	+	ENSG00000232667	lncRNA
chr7	137706547	137706573	240987	+	chr15	80962845	80962871	-	DGKI	protein_coding
chr7	130583997	130584023	12451	+	chr5	111055461	111055486	-	COPG2	protein_coding
chr7	107540979	107541005	14878	+	chr7	107739341	107739367	-	COG5	protein_coding
chr7	49879278	49879305	180064	+	chr7	49732415	49732442	-	ZPBP	protein_coding
chr7	137006842	137006868	191173	+	chr16	90817183	90817208	+	ENSG00000234352	lncRNA
chr7	82915720	82915747	3154	+	chr1	88268741	88268767	+	PCLO	protein_coding
chr7	126796893	126796920	240153	+	chr14	25795506	25795532	+	GRM8	protein_coding
chr7	107332665	107332692	96998	+	chr12	108826056	108826082	+	COG5	protein_coding
chr7	30477880	30477907	244493	+	chr7	27759282	27759308	-	NOD1	protein_coding
chr7	16301507	16301532	105421	+	chr5	22221184	22221209	-	CRPPA	protein_coding
chr7	47559158	47559188	69144	+	chr18	72164596	72164623	+	TNS3	protein_coding
chr7	78788538	78788564	30469	+	chr9	119286840	119286867	+	MAGI2	protein_coding
chr7	122504490	122504517	43120	+	chr17	85019218	85019244	-	CADPS2	protein_coding
chr7	107294720	107294747	161392	+	chr7	92759703	92759730	+	COG5	protein_coding
chr7	130672062	130672089	80944	+	chr11	59857382	59857407	-	TSGA13	protein_coding
chr7	99425155	99425182	93911	+	chr7	65432368	65432393	-	PTCD1	protein_coding
chr7	99425155	99425182	93911	+	chr7	65432368	65432393	-	ATP5MF-PTCD1	protein_coding
chr7	126675335	126675361	151762	+	chr3	67673655	67673681	-	GRM8	protein_coding
chr7	105658046	105658073	156619	+	chr6	134416057	134416083	+	ATXN7L1	protein_coding
chr7	82227066	82227092	172788	+	chr7	82005653	82005679	-	CACNA2D1	protein_coding
chr7	96589198	96589225	12940	+	chr7	57673593	57673619	-	SEM1	protein_coding
chr7	25411959	25411986	230992	+	chr18	75327397	75327423	+	ENSG00000260951	lncRNA
chr7	137738789	137738815	248170	+	chr11	78163712	78163738	-	DGKI	protein_coding
chr7	126933985	126934005	150642	+	chr10	20503457	20503483	+	GRM8	protein_coding
chr7	123127940	123127967	77618	+	chr8	96207807	96207832	-	SLC13A1	protein_coding
chr7	16830440	16830467	167735	+	chr13	98299612	98299638	-	AGR2	protein_coding
chr7	79282594	79282621	73444	+	chr7	35108440	35108466	+	MAGI2	protein_coding
chr7	35619352	35619379	126210	+	chr11	100654843	100654869	+	ENSG00000287032	lncRNA
chr7	82203307	82203334	39066	+	chr8	52473622	52473648	-	CACNA2D1	protein_coding
chr7	24928468	24928494	118788	+	chr7	29155029	29155055	+	OSBPL3	protein_coding
chr7	112883975	112884001	160849	+	chr7	118619668	118619695	-	BMT2	protein_coding
chr7	96642122	96642150	211055	+	chr7	134858255	134858280	-	SEM1	protein_coding
chr7	56050203	56050229	208100	+	chr3	39206277	39206303	-	PSPH	protein_coding
chr7	136962216	136962243	30423	+	chr7	137825930	137825956	+	ENSG00000234352	lncRNA
chr7	35636359	35636386	16322	+	chr10	41545564	41545590	-	HERPUD2	protein_coding
chr7	96497720	96497746	117293	+	chr7	96523310	96523335	+	SEM1	protein_coding
chr7	100640450	100640477	21846	+	chr19	16323707	16323733	-	TFR2	protein_coding
chr7	79279167	79279193	52980	+	chr5	142945699	142945724	+	MAGI2	protein_coding
chr7	34538459	34538486	141474	+	chr14	23861494	23861520	-	NPSR1-AS1	lncRNA
chr7	110234248	110234275	65260	+	chr7	110692176	110692202	+	ENSG00000226965	lncRNA
chr7	127238188	127238215	13217	+	chr2	146496818	146496844	+	GRM8	protein_coding
chr7	136971497	136971524	148202	+	chr7	105592915	105592941	-	ENSG00000234352	lncRNA
chr7	6269636	6269662	228790	+	chr9	87717810	87717836	-	CYTH3	protein_coding
chr7	37201269	37201297	230495	+	chr2	112770232	112770258	-	ELMO1	protein_coding
chr7	90173093	90173120	139784	+	chr18	82917404	82917430	+	STEAP2-AS1	lncRNA
chr7	44251518	44251545	171611	+	chr10	80598403	80598429	-	CAMK2B	protein_coding
chr7	134372930	134372957	210875	+	chr7	98814929	98814955	-	ENSG00000273297	lncRNA
chr7	112785052	112785079	205712	+	chr13	43435685	43435711	+	TMEM168	protein_coding
chr7	135149368	135149394	39109	+	chr7	134938234	134938260	-	CYREN	protein_coding
chr7	123126482	123126508	103501	+	chr7	122074659	122074684	-	SLC13A1	protein_coding
chr7	19771326	19771352	196425	+	chr18	25190289	25190315	-	TMEM196	protein_coding
chr7	43654195	43654219	247326	+	chr18	58233835	58233861	+	COA1	protein_coding
chr7	107255548	107255575	25639	+	chr13	74322160	74322185	+	COG5	protein_coding
chr7	144255535	144255559	243676	+	chr2	162849420	162849446	+	ENSG00000290816	lncRNA
chr7	144255535	144255559	243676	+	chr2	162849420	162849446	+	ENSG00000284644	lncRNA
chr7	110252764	110252791	231088	+	chr14	28822370	28822395	+	ENSG00000226965	lncRNA
chr7	25659546	25659573	86453	+	chr8	117869849	117869874	-	LINC03007	lncRNA
chr7	90184422	90184449	16756	+	chr6	50475014	50475040	-	STEAP2-AS1	lncRNA
chr7	130603358	130603384	214820	+	chr5	102185293	102185319	-	COPG2	protein_coding
chr7	68217836	68217862	143939	+	chr10	17579778	17579804	-	ENSG00000226829	lncRNA
chr7	96254685	96254711	56141	+	chr1	166108375	166108400	-	SLC25A13	protein_coding
chr7	107348067	107348094	122647	+	chr1	25119354	25119380	+	COG5	protein_coding
chr7	140861375	140861402	175024	+	chr3	88606699	88606725	-	BRAF	protein_coding
chr7	27601516	27601543	133549	+	chr8	29141628	29141654	+	HIBADH	protein_coding
chr7	138875885	138875912	155169	+	chr7	29716228	29716253	+	KIAA1549	protein_coding
chr7	112834967	112834994	162549	+	chr7	109777426	109777452	+	BMT2	protein_coding
chr7	134878624	134878651	121336	+	chr7	120934501	120934526	+	ENSG00000286458	lncRNA
chr7	90130359	90130386	129168	+	chr15	39348618	39348643	-	STEAP2-AS1	lncRNA
chr7	90130438	90130465	243492	+	chr7	90235987	90236013	+	STEAP2-AS1	lncRNA
chr7	120849220	120849246	133491	+	chr8	94556338	94556365	-	TSPAN12	protein_coding
chr7	82771569	82771597	105918	+	chr9	71401469	71401495	+	PCLO	protein_coding
chr7	112841628	112841655	205405	+	chr17	88192550	88192577	-	BMT2	protein_coding
chr7	130678207	130678233	39587	+	chr7	130650676	130650701	-	TSGA13	protein_coding
chr7	138878774	138878801	241350	+	chr11	113147293	113147318	-	KIAA1549	protein_coding
chr7	130895413	130895440	124003	+	chr11	86981925	86981951	-	LINC-PINT	lncRNA
chr7	144668285	144668312	205837	+	chr18	4954082	4954107	-	TPK1	protein_coding
chr7	80875179	80875206	63004	+	chr15	37375070	37375095	+	SEMA3C	protein_coding
chr7	67696059	67696086	1185	+	chr16	93481221	93481247	+	ENSG00000233423	lncRNA
chr7	137455167	137455194	50765	+	chr7	119604777	119604802	+	DGKI	protein_coding
